Border,Date,Measure,Value,Average
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Full,394125,247370.0
US-Canada Border,04/01/2018 12:00:00 AM,Truck Containers Full,375045,382745.0
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Empty,146387,140820.0
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Full,145538,107197.0
US-Canada Border,04/01/2018 12:00:00 AM,Truck Containers Empty,137434,86324.0
US-Mexico Border,04/01/2018 12:00:00 AM,Bus Passengers,122823,247512.0
US-Canada Border,04/01/2018 12:00:00 AM,Bus Passengers,116462,271775.0
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Empty,69628,43497.0
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Empty,48490,30677.0
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Full,39412,27473.0
US-Canada Border,04/01/2018 12:00:00 AM,Pedestrians,22471,46755.0
US-Mexico Border,04/01/2018 12:00:00 AM,Buses,13658,19796.0
US-Canada Border,04/01/2018 12:00:00 AM,Train Passengers,12620,21038.0
US-Canada Border,04/01/2018 12:00:00 AM,Buses,5153,11300.0
US-Canada Border,04/01/2018 12:00:00 AM,Trains,1969,2537.0
US-Mexico Border,04/01/2018 12:00:00 AM,Trains,902,717.0
US-Mexico Border,04/01/2018 12:00:00 AM,Train Passengers,826,1038.0
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,12693029,14146032.0
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicles,6692650,6544006.0
US-Mexico Border,03/01/2018 12:00:00 AM,Pedestrians,4177442,3687198.0
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,4060908,5578487.0
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicles,2114557,2659331.0
US-Mexico Border,03/01/2018 12:00:00 AM,Trucks,534661,392622.0
US-Canada Border,03/01/2018 12:00:00 AM,Trucks,500026,511283.0
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Full,392261,246826.0
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Full,365815,382808.0
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Full,156833,107011.0
US-Mexico Border,03/01/2018 12:00:00 AM,Bus Passengers,153794,247864.0
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Empty,147407,140795.0
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Empty,145042,86103.0
US-Canada Border,03/01/2018 12:00:00 AM,Bus Passengers,108766,272388.0
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Empty,69369,43399.0
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Full,46011,27403.0
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Empty,45740,30621.0
US-Canada Border,03/01/2018 12:00:00 AM,Pedestrians,20736,46853.0
US-Canada Border,03/01/2018 12:00:00 AM,Train Passengers,12891,21068.0
US-Mexico Border,03/01/2018 12:00:00 AM,Buses,12356,19824.0
US-Canada Border,03/01/2018 12:00:00 AM,Buses,4862,11324.0
US-Canada Border,03/01/2018 12:00:00 AM,Trains,1996,2539.0
US-Mexico Border,03/01/2018 12:00:00 AM,Trains,916,716.0
US-Mexico Border,03/01/2018 12:00:00 AM,Train Passengers,823,1039.0
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,10888482,14158325.0
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicles,5903899,6546421.0
US-Mexico Border,02/01/2018 12:00:00 AM,Pedestrians,3526195,3687805.0
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,3022028,5588134.0
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicles,1666594,2663077.0
US-Mexico Border,02/01/2018 12:00:00 AM,Trucks,491399,392249.0
US-Canada Border,02/01/2018 12:00:00 AM,Trucks,448194,511521.0
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Full,351568,246430.0
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Full,326173,383022.0
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Full,136507,106900.0
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Empty,136474,140811.0
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Empty,131612,85931.0
US-Mexico Border,02/01/2018 12:00:00 AM,Bus Passengers,106763,248397.0
US-Canada Border,02/01/2018 12:00:00 AM,Bus Passengers,85214,273094.0
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Empty,57667,43346.0
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Empty,41810,30578.0
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Full,39167,27359.0
US-Canada Border,02/01/2018 12:00:00 AM,Pedestrians,12936,46981.0
US-Mexico Border,02/01/2018 12:00:00 AM,Buses,11504,19856.0
US-Canada Border,02/01/2018 12:00:00 AM,Train Passengers,8544,21116.0
US-Canada Border,02/01/2018 12:00:00 AM,Buses,4294,11351.0
US-Canada Border,02/01/2018 12:00:00 AM,Trains,1712,2542.0
US-Mexico Border,02/01/2018 12:00:00 AM,Trains,827,716.0
US-Mexico Border,02/01/2018 12:00:00 AM,Train Passengers,688,1040.0
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,12138597,14165975.0
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicles,6406861,6546950.0
US-Mexico Border,01/01/2018 12:00:00 AM,Pedestrians,3731985,3687638.0
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,3129055,5597449.0
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicles,1749770,2666537.0
US-Mexico Border,01/01/2018 12:00:00 AM,Trucks,517144,391776.0
US-Canada Border,01/01/2018 12:00:00 AM,Trucks,475119,511659.0
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Full,358320,246006.0
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Full,350657,383145.0
US-Mexico Border,01/01/2018 12:00:00 AM,Bus Passengers,158723,248736.0
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Empty,155604,140755.0
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Full,147156,106747.0
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Empty,134554,85747.0
US-Canada Border,01/01/2018 12:00:00 AM,Bus Passengers,77412,273835.0
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Empty,58613,43288.0
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Empty,45826,30521.0
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Full,36140,27325.0
US-Mexico Border,01/01/2018 12:00:00 AM,Buses,13411,19880.0
US-Canada Border,01/01/2018 12:00:00 AM,Pedestrians,12571,47111.0
US-Canada Border,01/01/2018 12:00:00 AM,Train Passengers,10821,21154.0
US-Canada Border,01/01/2018 12:00:00 AM,Buses,4256,11377.0
US-Canada Border,01/01/2018 12:00:00 AM,Trains,1890,2544.0
US-Mexico Border,01/01/2018 12:00:00 AM,Trains,899,715.0
US-Mexico Border,01/01/2018 12:00:00 AM,Train Passengers,823,1041.0
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,12939220,14170640.0
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicles,6604570,6546731.0
US-Mexico Border,12/01/2017 12:00:00 AM,Pedestrians,4084983,3686127.0
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,3918120,5603834.0
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicles,2033658,2668943.0
US-Mexico Border,12/01/2017 12:00:00 AM,Trucks,465722,391495.0
US-Canada Border,12/01/2017 12:00:00 AM,Trucks,415723,512024.0
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Full,320329,245724.0
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Full,303972,383446.0
US-Mexico Border,12/01/2017 12:00:00 AM,Bus Passengers,153202,249100.0
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Full,144333,106604.0
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Empty,142113,140750.0
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Empty,119996,85617.0
US-Canada Border,12/01/2017 12:00:00 AM,Bus Passengers,101295,274491.0
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Empty,58486,43230.0
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Empty,43734,30470.0
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Full,39599,27279.0
US-Canada Border,12/01/2017 12:00:00 AM,Pedestrians,16585,47227.0
US-Mexico Border,12/01/2017 12:00:00 AM,Buses,14483,19901.0
US-Canada Border,12/01/2017 12:00:00 AM,Train Passengers,13308,21184.0
US-Canada Border,12/01/2017 12:00:00 AM,Buses,4199,11405.0
US-Canada Border,12/01/2017 12:00:00 AM,Trains,1778,2547.0
US-Mexico Border,12/01/2017 12:00:00 AM,Train Passengers,1011,1041.0
US-Mexico Border,12/01/2017 12:00:00 AM,Trains,918,714.0
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,11928122,14179199.0
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,6369244,6547408.0
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,3846738,3685514.0
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,3630353,5611366.0
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,2002198,2671488.0
US-Mexico Border,11/01/2017 12:00:00 AM,Trucks,513361,391029.0
US-Canada Border,11/01/2017 12:00:00 AM,Trucks,493062,512096.0
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,367342,383507.0
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,358016,245295.0
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,150965,140711.0
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,147252,106449.0
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,137698,249525.0
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,135585,85426.0
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,106550,275132.0
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,64178,43150.0
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,49157,30399.0
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,41351,27225.0
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,20077,47331.0
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,13786,19924.0
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,13675,21213.0
US-Canada Border,11/01/2017 12:00:00 AM,Buses,4930,11429.0
US-Canada Border,11/01/2017 12:00:00 AM,Trains,1872,2550.0
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,934,713.0
US-Mexico Border,11/01/2017 12:00:00 AM,Train Passengers,800,1042.0
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,12145354,14186991.0
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicles,6567955,6547329.0
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,4105894,5617134.0
US-Mexico Border,10/01/2017 12:00:00 AM,Pedestrians,3749935,3685267.0
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicles,2243138,2673129.0
US-Mexico Border,10/01/2017 12:00:00 AM,Trucks,536285,390473.0
US-Canada Border,10/01/2017 12:00:00 AM,Trucks,505480,512121.0
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Full,384348,383504.0
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Full,372257,244809.0
US-Canada Border,10/01/2017 12:00:00 AM,Bus Passengers,169178,275538.0
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Empty,160771,140634.0
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Full,153148,106270.0
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Empty,131890,85248.0
US-Mexico Border,10/01/2017 12:00:00 AM,Bus Passengers,126181,249997.0
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Empty,68192,43054.0
US-Canada Border,10/01/2017 12:00:00 AM,Pedestrians,57404,47292.0
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Empty,49780,30325.0
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Full,45513,27155.0
US-Canada Border,10/01/2017 12:00:00 AM,Train Passengers,16240,21232.0
US-Mexico Border,10/01/2017 12:00:00 AM,Buses,14484,19945.0
US-Canada Border,10/01/2017 12:00:00 AM,Buses,6614,11448.0
US-Canada Border,10/01/2017 12:00:00 AM,Trains,1934,2552.0
US-Mexico Border,10/01/2017 12:00:00 AM,Trains,1027,712.0
US-Mexico Border,10/01/2017 12:00:00 AM,Train Passengers,999,1042.0
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,11518284,14197256.0
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicles,6233052,6548538.0
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,4569811,5621162.0
US-Mexico Border,09/01/2017 12:00:00 AM,Pedestrians,3276482,3686839.0
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicles,2425684,2674081.0
US-Mexico Border,09/01/2017 12:00:00 AM,Trucks,493093,390078.0
US-Canada Border,09/01/2017 12:00:00 AM,Trucks,478231,512252.0
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Full,355731,383611.0
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Full,337455,244453.0
US-Canada Border,09/01/2017 12:00:00 AM,Bus Passengers,195397,275847.0
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Empty,153489,140585.0
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Full,141462,106135.0
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Empty,132864,85065.0
US-Mexico Border,09/01/2017 12:00:00 AM,Bus Passengers,115717,250514.0
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Empty,65431,42968.0
US-Canada Border,09/01/2017 12:00:00 AM,Pedestrians,49540,47284.0
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Empty,45642,30266.0
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Full,39622,27107.0
US-Canada Border,09/01/2017 12:00:00 AM,Train Passengers,29330,21201.0
US-Mexico Border,09/01/2017 12:00:00 AM,Buses,13285,19971.0
US-Canada Border,09/01/2017 12:00:00 AM,Buses,8634,11459.0
US-Canada Border,09/01/2017 12:00:00 AM,Trains,1904,2555.0
US-Mexico Border,09/01/2017 12:00:00 AM,Trains,912,711.0
US-Mexico Border,09/01/2017 12:00:00 AM,Train Passengers,885,1043.0
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,12274160,14204681.0
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicles,6512489,6548677.0
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,6250197,5618734.0
US-Mexico Border,08/01/2017 12:00:00 AM,Pedestrians,3485501,3687617.0
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicles,2969278,2672941.0
US-Mexico Border,08/01/2017 12:00:00 AM,Trucks,523705,389562.0
US-Canada Border,08/01/2017 12:00:00 AM,Trucks,515625,512239.0
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Full,378644,383630.0
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Full,361603,244000.0
US-Canada Border,08/01/2017 12:00:00 AM,Bus Passengers,242143,275977.0
US-Mexico Border,08/01/2017 12:00:00 AM,Bus Passengers,178102,250793.0
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Empty,160286,140509.0
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Empty,148344,84821.0
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Full,144179,105988.0
US-Canada Border,08/01/2017 12:00:00 AM,Pedestrians,72595,47186.0
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Empty,67070,42875.0
US-Canada Border,08/01/2017 12:00:00 AM,Train Passengers,46500,21103.0
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Empty,42851,30217.0
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Full,42747,27047.0
US-Mexico Border,08/01/2017 12:00:00 AM,Buses,14477,19992.0
US-Canada Border,08/01/2017 12:00:00 AM,Buses,10129,11464.0
US-Canada Border,08/01/2017 12:00:00 AM,Trains,1903,2557.0
US-Mexico Border,08/01/2017 12:00:00 AM,Trains,960,710.0
US-Mexico Border,08/01/2017 12:00:00 AM,Train Passengers,896,1044.0
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,12868851,14209858.0
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicles,6537424,6548721.0
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,6174114,5616581.0
US-Mexico Border,07/01/2017 12:00:00 AM,Pedestrians,3501740,3688337.0
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicles,2990171,2671712.0
US-Mexico Border,07/01/2017 12:00:00 AM,Trucks,481582,389206.0
US-Canada Border,07/01/2017 12:00:00 AM,Trucks,461295,512436.0
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Full,345253,383779.0
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Full,327647,243676.0
US-Canada Border,07/01/2017 12:00:00 AM,Bus Passengers,241711,276110.0
US-Mexico Border,07/01/2017 12:00:00 AM,Bus Passengers,199915,250991.0
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Empty,152954,140461.0
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Full,135594,105873.0
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Empty,126212,84660.0
US-Canada Border,07/01/2017 12:00:00 AM,Pedestrians,73810,47083.0
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Empty,67724,42779.0
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Empty,45844,30157.0
US-Canada Border,07/01/2017 12:00:00 AM,Train Passengers,45282,21010.0
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Full,42492,26987.0
US-Mexico Border,07/01/2017 12:00:00 AM,Buses,15376,20010.0
US-Canada Border,07/01/2017 12:00:00 AM,Buses,10274,11469.0
US-Canada Border,07/01/2017 12:00:00 AM,Trains,1859,2560.0
US-Mexico Border,07/01/2017 12:00:00 AM,Trains,953,709.0
US-Mexico Border,07/01/2017 12:00:00 AM,Train Passengers,834,1044.0
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,11731813,14219500.0
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicles,6320366,6549610.0
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,4487700,5620974.0
US-Mexico Border,06/01/2017 12:00:00 AM,Pedestrians,3255587,3690021.0
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicles,2472936,2672485.0
US-Mexico Border,06/01/2017 12:00:00 AM,Trucks,527022,388669.0
US-Canada Border,06/01/2017 12:00:00 AM,Trucks,512687,512435.0
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Full,369940,243185.0
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Full,369320,383835.0
US-Canada Border,06/01/2017 12:00:00 AM,Bus Passengers,211001,276363.0
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Empty,156613,140398.0
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Empty,154521,84388.0
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Full,137611,105750.0
US-Mexico Border,06/01/2017 12:00:00 AM,Bus Passengers,132685,251451.0
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Empty,65420,42690.0
US-Canada Border,06/01/2017 12:00:00 AM,Pedestrians,51719,47065.0
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Empty,46129,30095.0
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Full,45191,26916.0
US-Canada Border,06/01/2017 12:00:00 AM,Train Passengers,40134,20935.0
US-Mexico Border,06/01/2017 12:00:00 AM,Buses,14379,20032.0
US-Canada Border,06/01/2017 12:00:00 AM,Buses,10443,11473.0
US-Canada Border,06/01/2017 12:00:00 AM,Trains,1871,2562.0
US-Mexico Border,06/01/2017 12:00:00 AM,Trains,975,708.0
US-Mexico Border,06/01/2017 12:00:00 AM,Train Passengers,909,1045.0
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,12088275,14227826.0
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicles,6586937,6549464.0
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,3907196,5627668.0
US-Mexico Border,05/01/2017 12:00:00 AM,Pedestrians,3542039,3690599.0
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicles,2216491,2674266.0
US-Canada Border,05/01/2017 12:00:00 AM,Trucks,527854,512375.0
US-Mexico Border,05/01/2017 12:00:00 AM,Trucks,526011,388133.0
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Full,497746,383390.0
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Full,475164,242279.0
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Empty,206516,140139.0
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Empty,196574,83950.0
US-Canada Border,05/01/2017 12:00:00 AM,Bus Passengers,194863,276681.0
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Full,145485,105594.0
US-Mexico Border,05/01/2017 12:00:00 AM,Bus Passengers,134569,251907.0
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Empty,68963,42588.0
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Empty,47387,30027.0
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Full,44134,26849.0
US-Canada Border,05/01/2017 12:00:00 AM,Pedestrians,35628,47109.0
US-Canada Border,05/01/2017 12:00:00 AM,Train Passengers,28535,20905.0
US-Mexico Border,05/01/2017 12:00:00 AM,Buses,13577,20057.0
US-Canada Border,05/01/2017 12:00:00 AM,Buses,9078,11482.0
US-Canada Border,05/01/2017 12:00:00 AM,Trains,1947,2565.0
US-Mexico Border,05/01/2017 12:00:00 AM,Trains,961,707.0
US-Mexico Border,05/01/2017 12:00:00 AM,Train Passengers,880,1046.0
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,12135294,14236032.0
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicles,6339240,6550288.0
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,3697116,5635239.0
